RecipeID,Category,Subcategory1,Subcategory2,Name,Ingredients,Methods,Instructions,Sensory Storytelling
WOM-011,Concoctions,Woman Man Drink Eat,Tableau,Foie Gras Brûlée with Sauternes Reduction,"[{""ingredient"": ""Foie gras"", ""amount"": ""200g""}, {""ingredient"": ""Sauternes wine"", ""amount"": ""100ml""}, {""ingredient"": ""Demerara sugar"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": ""Pinch""}]","[{""ingredient"": ""Foie gras"", ""method"": ""torched until caramelized""}, {""ingredient"": ""Sauternes wine"", ""method"": ""reduced to a syrup""}, {""ingredient"": ""Demerara sugar"", ""method"": ""sprinkled on top and brûléed""}, {""ingredient"": ""Fleur de sel"", ""method"": ""lightly dusted before serving""}]",Steam the crab in its own Huadiao marinade. Whisk duck eggs into the dashi-infused chicken stock and steam gently to form a silken custard. Shred the drunken crab meat and arrange on the custard with its own juices. Finish with a drizzle of Shaoxing wine reduction and coriander flowers.,"A dish that whispers indulgence. The foie gras, impossibly smooth, yields to the heat of the flame, caramelizing into a delicate crisp that shatters at the first touch. The golden reduction of Sauternes wine drapes itself over the surface, its sweetness a soft contrast to the rich depth of the foie. A final dusting of fleur de sel punctuates the experience, much like the way a lingering glance speaks volumes in a moment of quiet intimacy."
WOM-012,Concoctions,Woman Man Drink Eat,Tableau,Langoustine Tartare with Caviar and Yuzu Gel,"[{""ingredient"": ""Langoustine"", ""amount"": ""150g""}, {""ingredient"": ""Oscietra caviar"", ""amount"": ""30g""}, {""ingredient"": ""Yuzu juice"", ""amount"": ""50ml""}, {""ingredient"": ""Gelatin sheets"", ""amount"": ""2""}, {""ingredient"": ""Micro shiso"", ""amount"": ""5 leaves""}]","[{""ingredient"": ""Langoustine"", ""method"": ""finely diced and lightly seasoned""}, {""ingredient"": ""Yuzu juice"", ""method"": ""heated and combined with gelatin to form a gel""}, {""ingredient"": ""Oscietra caviar"", ""method"": ""delicately spooned on top""}, {""ingredient"": ""Micro shiso"", ""method"": ""used as garnish""}]","Line a claypot with lotus leaves, gently toasting them before adding the soaked rice. Layer smoked eel on top and steam for 20 minutes. Stir in the house-made foie gras XO sauce and aged soy reduction. Serve table-side, peeling back the lotus leaves to release their fragrant steam.","A dish suspended between the ocean and the ether. The langoustine, meticulously diced, carries the whisper of salt air, while the yuzu gel tingles on the palate like the first rush of electricity between lovers. The caviar, glistening and briny, lingers in contrast, offering bursts of intensity in each bite. This is the essence of precision—a composition where each element is vital, each sensation ephemeral yet unforgettable."
WOM-013,Concoctions,Woman Man Drink Eat,Tableau,Black Garlic and Wagyu Tartlet,"[{""ingredient"": ""A5 Wagyu beef"", ""amount"": ""100g""}, {""ingredient"": ""Black garlic purée"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Tartlet shells"", ""amount"": ""4""}, {""ingredient"": ""Aged balsamic vinegar"", ""amount"": ""1 tsp""}, {""ingredient"": ""Edible gold leaf"", ""amount"": ""1 sheet""}]","[{""ingredient"": ""A5 Wagyu beef"", ""method"": ""seared and thinly sliced""}, {""ingredient"": ""Black garlic purée"", ""method"": ""spread onto the tartlet base""}, {""ingredient"": ""Aged balsamic vinegar"", ""method"": ""drizzled over the Wagyu""}, {""ingredient"": ""Edible gold leaf"", ""method"": ""gently placed on top for garnish""}]","Char the octopus tentacle over binchotan, locking in a smoky, tender finish. Prepare a bone marrow congee, slow-simmered for 8 hours. Emulsify sea urchin butter into the congee for a velvety, briny base. Plate with octopus and a drizzle of fermented black bean oil.","Decadence encased in delicate pastry. The black garlic purée, dark and mysterious, clings to the base like a secret well-guarded. Above it, the Wagyu, seared to perfection, its marbling melting into the tartlet’s buttery shell. The final flourish—a gilded leaf—catches the light like a whispered promise. This dish is luxury restrained, indulgence measured, desire made tangible."
WOM-014,Concoctions,Woman Man Drink Eat,Tableau,Chilled Soba with Truffle Dashi and Uni,"[{""ingredient"": ""Buckwheat soba noodles"", ""amount"": ""200g""}, {""ingredient"": ""Truffle-infused dashi"", ""amount"": ""250ml""}, {""ingredient"": ""Hokkaido uni"", ""amount"": ""50g""}, {""ingredient"": ""Spring onion"", ""amount"": ""1 stalk, finely chopped""}]","[{""ingredient"": ""Buckwheat soba noodles"", ""method"": ""boiled, chilled, and plated""}, {""ingredient"": ""Truffle-infused dashi"", ""method"": ""poured over the soba""}, {""ingredient"": ""Hokkaido uni"", ""method"": ""placed gently on top""}, {""ingredient"": ""Spring onion"", ""method"": ""finely chopped and sprinkled""}]","Hand-knead dumpling wrappers to achieve the perfect texture. Fill each jiaozi with Iberico pork, ensuring an even balance of fat and lean meat. Steam over matsutake broth, allowing the aroma to infuse into the dough. Serve with black vinegar reduction and chili duck fat drizzle.","The coolness of soba against the warmth of truffle-infused dashi—opposites that fold into one another like night and dawn. The Hokkaido uni, a burst of golden brine, rests atop like the final note of a song left unfinished. The scent of truffle lingers in the air, delicate yet impossible to ignore, much like a perfume worn long after the wearer has left the room. This is a dish of subtlety, of whispers rather than shouts, of balance as a form of poetry."
WOM-015,Concoctions,Woman Man Drink Eat,Tableau,Bone Marrow Agnolotti with Porcini Emulsion,"[{""ingredient"": ""Agnolotti pasta"", ""amount"": ""12 pieces""}, {""ingredient"": ""Bone marrow"", ""amount"": ""50g""}, {""ingredient"": ""Porcini mushrooms"", ""amount"": ""100g""}, {""ingredient"": ""Heavy cream"", ""amount"": ""100ml""}, {""ingredient"": ""Black truffle"", ""amount"": ""10g""}]","[{""ingredient"": ""Bone marrow"", ""method"": ""rendered and mixed into agnolotti filling""}, {""ingredient"": ""Porcini mushrooms"", ""method"": ""blended with heavy cream into an emulsion""}, {""ingredient"": ""Agnolotti pasta"", ""method"": ""boiled and coated in the porcini emulsion""}, {""ingredient"": ""Black truffle"", ""method"": ""shaved on top before serving""}]","Gently steam the bird’s nest in dashi, allowing it to absorb delicate umami. Hand-cut the silken tofu into elegant cubes and place in a warm serving bowl. Gently ladle the dashi over the tofu, laying the softened bird’s nest atop. Finish with fermented shiitake soy and gold leaf.","A dish that tells a story of patience and reward. The agnolotti, plump with the deep richness of bone marrow, burst under the weight of the first bite, surrendering their essence to the porcini emulsion. The black truffle, shaved over the dish, curls in the warmth, releasing its earthy perfume. This is a dish for those who understand that true indulgence is not in excess, but in restraint—the luxury of knowing when to hold back and when to give in."
WOM-016,Concoctions,Woman Man Drink Eat,Tableau,King Crab Consommé with Fermented Celery,"[{""ingredient"": ""King crab legs"", ""amount"": ""200g""}, {""ingredient"": ""Celery (fermented)"", ""amount"": ""50g""}, {""ingredient"": ""Chicken stock"", ""amount"": ""500ml""}, {""ingredient"": ""Agar agar"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""King crab legs"", ""method"": ""gently poached and shredded""}, {""ingredient"": ""Celery (fermented)"", ""method"": ""fermented for 7 days""}, {""ingredient"": ""Chicken stock"", ""method"": ""clarified into a consommé with agar agar""}, {""ingredient"": ""King crab legs"", ""method"": ""served in the consommé with fermented celery""}]",Steam the crab in its own Huadiao marinade. Whisk duck eggs into the dashi-infused chicken stock and steam gently to form a silken custard. Shred the drunken crab meat and arrange on the custard with its own juices. Finish with a drizzle of Shaoxing wine reduction and coriander flowers.,"A broth that carries the weight of time. The consommé, crystal-clear yet impossibly complex, is a whisper of the sea, of the slow unfolding of depth upon depth. The crab, tender and sweet, yields easily, while the fermented celery offers a quiet hum of brightness—a reminder that even in the deepest flavors, there must be light. This is a dish that speaks softly, but with absolute certainty."
WOM-017,Concoctions,Woman Man Drink Eat,Tableau,Caviar and Smoked Butter Mille-Feuille,"[{""ingredient"": ""Puff pastry"", ""amount"": ""200g""}, {""ingredient"": ""Smoked butter"", ""amount"": ""50g""}, {""ingredient"": ""Baerii caviar"", ""amount"": ""30g""}, {""ingredient"": ""Chives"", ""amount"": ""1 tbsp, finely chopped""}]","[{""ingredient"": ""Puff pastry"", ""method"": ""baked into crispy layers""}, {""ingredient"": ""Smoked butter"", ""method"": ""whipped until aerated""}, {""ingredient"": ""Baerii caviar"", ""method"": ""layered between pastry sheets""}, {""ingredient"": ""Chives"", ""method"": ""finely chopped and sprinkled on top""}]","Line a claypot with lotus leaves, gently toasting them before adding the soaked rice. Layer smoked eel on top and steam for 20 minutes. Stir in the house-made foie gras XO sauce and aged soy reduction. Serve table-side, peeling back the lotus leaves to release their fragrant steam.","Crisp, layered, delicate—each bite a study in precision. The mille-feuille, golden and impossibly thin, crumbles with the lightest pressure, giving way to the smokiness of whipped butter. The caviar, small orbs of briny luxury, pops against the tongue, a contrast of texture and taste. This is a dish that revels in duality—where the lightness of pastry meets the intensity of the sea, where indulgence is not shouted, but whispered."
WOM-018,Concoctions,Woman Man Drink Eat,Tableau,Roasted Squab with Blackberry Gastrique,"[{""ingredient"": ""Squab"", ""amount"": ""1 whole""}, {""ingredient"": ""Blackberries"", ""amount"": ""100g""}, {""ingredient"": ""Red wine vinegar"", ""amount"": ""50ml""}, {""ingredient"": ""Honey"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Thyme"", ""amount"": ""3 sprigs""}]","[{""ingredient"": ""Squab"", ""method"": ""roasted to medium-rare and rested""}, {""ingredient"": ""Blackberries"", ""method"": ""cooked down with vinegar and honey into a gastrique""}, {""ingredient"": ""Thyme"", ""method"": ""infused in the sauce""}, {""ingredient"": ""Squab"", ""method"": ""glazed with the blackberry gastrique before serving""}]","Char the octopus tentacle over binchotan, locking in a smoky, tender finish. Prepare a bone marrow congee, slow-simmered for 8 hours. Emulsify sea urchin butter into the congee for a velvety, briny base. Plate with octopus and a drizzle of fermented black bean oil.","A dish that speaks in shadows and contrasts. The squab, roasted to a blushing medium-rare, carries the depth of fire and iron, of the quiet intensity that lingers in a moment of stillness. The blackberry gastrique, thick and brooding, wraps around it, each drop a note of tart, of sweet, of something just out of reach. A sprig of thyme, a final whisper of the earth, finishes the plate—an anchor in a dish that exists between the primal and the refined."
WOM-019,Concoctions,Woman Man Drink Eat,Tableau,Aged Comté and Truffle Soufflé,"[{""ingredient"": ""Aged Comté cheese"", ""amount"": ""150g""}, {""ingredient"": ""Eggs"", ""amount"": ""4""}, {""ingredient"": ""Heavy cream"", ""amount"": ""100ml""}, {""ingredient"": ""Black truffle"", ""amount"": ""15g""}, {""ingredient"": ""Butter"", ""amount"": ""50g""}]","[{""ingredient"": ""Aged Comté cheese"", ""method"": ""grated into the soufflé base""}, {""ingredient"": ""Eggs"", ""method"": ""separated and whipped to soft peaks""}, {""ingredient"": ""Black truffle"", ""method"": ""shaved into the batter""}, {""ingredient"": ""Soufflé"", ""method"": ""baked until perfectly risen and golden""}]","Hand-knead dumpling wrappers to achieve the perfect texture. Fill each jiaozi with Iberico pork, ensuring an even balance of fat and lean meat. Steam over matsutake broth, allowing the aroma to infuse into the dough. Serve with black vinegar reduction and chili duck fat drizzle.","A moment suspended in time. The soufflé, delicate yet sure of itself, rises impossibly high, its golden crust a promise of what lies beneath. The aged Comté, deep with the umami of time, melts into the folds, while the black truffle, thinly shaved, sends tendrils of scent curling into the air. This is anticipation made edible—the quiet breath held before the first spoonful, the moment of surrender to something truly fleeting."
WOM-020,Concoctions,Woman Man Drink Eat,Tableau,Charcoal-Grilled Turbot with Burnt Leek Purée,"[{""ingredient"": ""Turbot fillet"", ""amount"": ""250g""}, {""ingredient"": ""Leeks"", ""amount"": ""2 whole""}, {""ingredient"": ""Lemon zest"", ""amount"": ""1 tsp""}, {""ingredient"": ""Olive oil"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Sea salt"", ""amount"": ""Pinch""}]","[{""ingredient"": ""Turbot fillet"", ""method"": ""grilled over binchotan charcoal""}, {""ingredient"": ""Leeks"", ""method"": ""charred and blended into a smooth purée""}, {""ingredient"": ""Lemon zest"", ""method"": ""grated over the dish before serving""}, {""ingredient"": ""Olive oil"", ""method"": ""drizzled on top for finishing""}]","Gently steam the bird’s nest in dashi, allowing it to absorb delicate umami. Hand-cut the silken tofu into elegant cubes and place in a warm serving bowl. Gently ladle the dashi over the tofu, laying the softened bird’s nest atop. Finish with fermented shiitake soy and gold leaf.","Smoke and purity, land and sea, intensity and delicacy. The turbot, grilled over binchotan charcoal, holds the memory of fire in its crisp skin, while beneath it, the flesh remains untouched—pure, sweet, untouched by time. The burnt leek purée, dark and complex, spreads across the plate like a shadow, its depth only enhancing the brightness of the lemon zest that lingers at the end. This is a dish of contradiction, of opposites that do not clash, but complement—like the push and pull of life itself."
